 service_point_name |    service_point_display_name     | action_date | day_of_week | hour_of_day |    material_type    | action_type | ct  
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | electronic resource | Checkout    | 102
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | microform           | Checkin     | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | microform           | Checkout    | 129
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | sound recording     | Checkin     | 152
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | sound recording     | Checkout    | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | text                | Checkin     | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | text                | Checkout    | 102
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | unspecified         | Checkin     | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | unspecified         | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | video recording     | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-17  | Monday      |           0 | video recording     | Checkout    | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | book                | Checkin     | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | book                | Checkout    | 109
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | dvd                 | Checkin     | 123
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | dvd                 | Checkout    | 125
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | electronic resource | Checkin     | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | electronic resource | Checkout    | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | microform           | Checkin     | 122
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | microform           | Checkout    | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | sound recording     | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | sound recording     | Checkout    |  96
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | text                | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | text                | Checkout    | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | unspecified         | Checkin     | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | unspecified         | Checkout    | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | video recording     | Checkin     | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-18  | Tuesday     |           0 | video recording     | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | book                | Checkin     | 102
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | book                | Checkout    |  89
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | dvd                 | Checkin     | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | dvd                 | Checkout    | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | electronic resource | Checkin     | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | electronic resource | Checkout    | 139
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | microform           | Checkin     | 128
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | microform           | Checkout    | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | sound recording     | Checkin     |  93
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | sound recording     | Checkout    | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | text                | Checkin     | 122
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | text                | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | unspecified         | Checkin     | 109
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | unspecified         | Checkout    |  87
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | video recording     | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-19  | Wednesday   |           0 | video recording     | Checkout    |  99
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | book                | Checkin     |  87
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | book                | Checkout    | 139
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | dvd                 | Checkin     | 102
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | dvd                 | Checkout    | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | electronic resource | Checkin     | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | electronic resource | Checkout    | 136
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | microform           | Checkin     | 135
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | microform           | Checkout    | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | sound recording     | Checkin     | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | sound recording     | Checkout    | 127
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | text                | Checkin     | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | text                | Checkout    | 137
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | unspecified         | Checkin     | 145
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | unspecified         | Checkout    |  82
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | video recording     | Checkin     | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-20  | Thursday    |           0 | video recording     | Checkout    | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | book                | Checkin     | 133
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | book                | Checkout    | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | dvd                 | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | dvd                 | Checkout    | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | electronic resource | Checkin     |  87
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | electronic resource | Checkout    | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | microform           | Checkin     | 130
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | microform           | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | sound recording     | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | sound recording     | Checkout    | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | text                | Checkin     | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | text                | Checkout    | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | unspecified         | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | unspecified         | Checkout    | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | video recording     | Checkin     | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-21  | Friday      |           0 | video recording     | Checkout    | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | book                | Checkin     | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | book                | Checkout    | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | dvd                 | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | dvd                 | Checkout    | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | electronic resource | Checkin     | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | electronic resource | Checkout    | 148
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | microform           | Checkin     | 133
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | microform           | Checkout    | 126
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | sound recording     | Checkin     | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-09-22  | Saturday    |           0 | sound recording     | Checkout    |  99
